simbolo,descripcion,moneda,mercado,pais,paneles,visto_desde
MGCUO,ON PAMPA ENERGIA CL.28 21/08/30 USD,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MGLU3,Cedear Magazine Luiza S.A.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MGR1C,On Pampa Energia S.A. 7.75% V. 14/11/37,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MGR1D,On Pampa Energia S.A. 7.75% V. 14/11/37,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MGR1O,On Pampa Energia S.A. 7.75% V. 14/11/37,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MIC3C,On Mirgor Cl.3 11/11/26 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MIC3D,On Mirgor Cl.3 11/11/26 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MIC3O,On Mirgor Cl.3 11/11/26 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MIC4C,On Mirgor Cl.4 29/07/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MIC4D,On Mirgor Cl.4 29/07/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MIC4O,On Mirgor Cl.4 29/07/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MIC6C,On Mirgor Cl.6 28/05/28 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MIC6D,On Mirgor Cl.6 28/05/28 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MIC6O,On Mirgor Cl.6 28/05/28 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MIRG,Mirgor,AR$,BCBA,argentina,Acciones/Panel General | Acciones/Merval 25 | Acciones/Burcap,2026-08-29
MJC1C,On Minas Argentinas Cl.1 19/02/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MJC1D,On Minas Argentinas Cl.1 19/02/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MJC1O,On Minas Argentinas Cl.1 19/02/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MMM,Cedear 3 M Company,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MMMC,Cedear 3 M Company,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MMMD,Cedear 3 M Company,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MO,Cedear Altria Group Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MOC,Cedear Altria Group Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MOD,Cedear Altria Group Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MOLA,Molinos Agro S.A.,AR$,BCBA,argentina,Acciones/Panel General,2026-08-29
MOLI,Molinos Río De La Plata,AR$,BCBA,argentina,Acciones/Panel General,2026-08-29
MORI,Morixe Hermanos,AR$,BCBA,argentina,Acciones/Panel General,2026-08-29
MOS,Cedear The Mosaic Co,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MOSC,Cedear The Mosaic Co,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MOSD,Cedear The Mosaic Co,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MP,Cedear Mp Materials Corp.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MPC,Cedear Mp Materials Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MPD,Cedear Mp Materials Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MR35D,On Gmctr Cl.35 V28/8/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR35O,On Gmctr Cl.35 V28/8/27 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR36D,On Gmctr Cl.36 V.28/8/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR36O,On Gmctr Cl.36 V.28/8/27 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR37D,On Gmctr Cl.37 V28/8/28 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR37O,On Gmctr Cl.37 V28/8/28 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR38O,On Gmctr Cl.38 V30/8/27 Uva Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR39D,Generacion Med Cl. 39 Vto. 01/11/31,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR39O,Generacion Med Regs 11% Vto. 01/11/31,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR40O,On Gmctr Cl.40 V.01/11/31 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR41O,On Gmctr Cl.41 V.01/11/31 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR43D,On Generacion Mediterranea/Central Termica Roca Cl.43 30/06/36 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR43O,On Generacion Mediterranea/Central Termica Roca Cl.43 30/06/36 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR44D,On Generacion Mediterranea/Central Termica Roca Cl,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR44O,On Generacion Mediterranea/Central Termica Roca Cl.44 30/06/36 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR45D,On Generacion Mediterranea S A / Cent Termica Roca,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR45O,On Generacion Mediterranea S A / Cent Termica Roca,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR46C,"On Generacion Mediterranea S.A./Term. Roca 7,5% V.",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR46D,"On Generacion Mediterranea S.A./Term. Roca 7,5% V.",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR46O,"On Generacion Mediterranea S.A./Term. Roca 7,5% V. 31/12/34 Regs",AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR47C,On Generacion Mediterranea S A / Cent Termica Roca,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR47D,On Generacion Mediterranea S A / Cent Termica Roca,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR47O,"On Generacion Mediterranea S A / Cent Termica Roca S A 10,5 % V. 30/06/36 Regs",AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR48C,On Generacion Mediterranea/Central Termica Roca Cl,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR48D,On Generacion Mediterranea/Central Termica Roca Cl,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR48O,On Generacion Mediterranea/Central Termica Roca Cl.48 31/12/34 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR49C,On Generacion Mediterranea/Central Termica Roca Cl,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR49D,On Generacion Mediterranea/Central Termica Roca Cl,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR49O,On Generacion Mediterranea/Central Termica Roca Cl.49 31/12/34 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR50C,On Generacion Mediterranea/Central Termica Roca Cl,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR50D,On Generacion Mediterranea/Central Termica Roca Cl,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MR50O,On Generacion Mediterranea/Central Termica Roca Cl,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MRCAD,On Generación Mediterránea C. 10 Vto. 01/12/2027,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MRCAO,On Generación Mediterránea C. 10 Vto. 01/12/2027,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MRCGO,On C.Term.Gen Roc. C15 V28/08/27 Us$ Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MRCLD,On Cent.Term/Gen.Med 20 U$S V 02/01/2027 Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MRCLO,On Gemsa Ctr Clase Xx Vto. 02/01/2027,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MRCVP,On Pyme Meranol 29 V18/9/26,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MRCWO,On Gemsa Cl 30 Uva Vt 08/03/2027,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MRCXO,"On Generacion Med Regs 12,5 % 28/05/27",AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MRK,Cedear Merck & Co Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MRKC,Cedear Merck & Co Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MRKD,Cedear Merck & Co Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MRNA,Cedear Moderna Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MRNAC,Cedear Moderna Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MRNAD,Cedear Moderna Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MRSH,Cedears Marsh,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MRVL,Cedear Marvell Technology Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MRVLD,Cedear Marvell Technology Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MSFT,Cedear Microsoft Corp.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MSFTC,Cedear Microsoft Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MSFTD,Cedear Microsoft Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MSI,Cedear Motorola Inc. Escrit.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MSSFD,On Msu Clase 14 Vto. 23/07/27 U$S,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MSSFO,On Msu Clase 14 Vto. 23/07/27 U$S,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MSSGD,On Msu S.A S.15 V.16/04/29 U$S C.G.,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MSSGO,On Msu S.A S.15 V.16/04/29 U$S C.G.,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MSTR,Cedear Microstrategy Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MSTRC,Cedear Microstrategy Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MSTRD,Cedear Microstrategy Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MTC2C,On Mastellone Hermanos Cl.2 22/06/28 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MTC2D,On Mastellone Hermanos Cl.2 22/06/28 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MTC2O,On Mastellone Hermanos Cl.2 22/06/28 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MU,Cedear Micron Technology Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MU32D,On Hijos De Salvador M. C.3 S.2 U$S Esc.,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MU32O,On Hijos De Salvador M. C.3 S.2,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MUC,Cedear Micron Technology Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MUC4D,ON HIJOS DE SALVADOR MUNOZ CL. 4,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
MUD,Cedear Micron Technology Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MUFG,Cedear Mitsubishi Ufj Financia,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MUFGD,Cedear Mitsubishi Ufj Financia,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MUX,Cedear Mcewen Mining Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MUXC,Cedear Mcewen Mining Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
MUXD,Cedear Mcewen Mining Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NAT3D,Cedear Natura Cosmeticos Sa,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NATU3,Cedear Natura Cosmeticos Sa,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NBIS,CEDEAR NEBIUS GROUP N.V,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NBISC,Cedear Nebius Group N.V,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NBISD,Cedear Nebius Group N.V,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NDG34,B. Pcia. De Neuquen 25/08/34,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
NDG4C,B. Pcia. De Neuquen 25/08/34,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NDG4D,B. Pcia. De Neuquen 25/08/34,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NDT25,BONO PROV. NEUQUEN REGS VT 27/04/2030,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
NDT5C,"BONO PROV. NEUQUEN REGS 7,5% 27/04/2030",US$,BCBA,argentina,Bonos/Todos,2026-08-29
NDT5D,BONO PROV. NEUQUEN REGS VT 27/04/2030,US$,BCBA,argentina,Bonos/Todos,2026-08-29
NEE,CEDEAR NEXTERA ENERGY INC.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NEEC,Cedear Nextera Energy Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NEED,Cedear Nextera Energy Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NEM,Cedear Neyymont Mining Corp.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NEMD,Cedear Neyymont Mining Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NFLX,"Cedear Netflix, Inc.",AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NFLXC,"Cedear Netflix, Inc.",US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NFLXD,"Cedear Netflix, Inc.",US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NG,Cedear Novagold Resources Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NGC,Cedear Novagold Resources Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NGD,Cedear Novagold Resources Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NGG,Cedears De National Grid Plc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NIO,Cedear Nio Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NIOC,Cedear Nio Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NIOD,Cedear Nio Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NKE,Cedear Nike Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NKEC,Cedear Nike Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NKED,Cedear Nike Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NLCJO,On Angel Estrada Y Compañia Cl.18 29/05/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NMR,Cedear Nomura Holdings Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NOKA,Cedear Nokia Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NOW,Cedear Servicenow Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NOWC,Cedear Servicenow Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NOWD,Cedear Servicenow Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NPCCC,On Central Puerto Cl.C V.25/08/29 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NPCCD,On Central Puerto Cl.C V.25/08/29 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NPCCO,On Central Puerto Cl.C V.25/08/29 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NPCDC,On Central Puerto Cl.D 30/04/30 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NPCDD,On Central Puerto Cl.D 30/04/30 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NPCDO,On Central Puerto Cl.D 30/04/30 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NPCEC,On Central Puerto Cl.E 27/07/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NPCED,On Central Puerto Cl.E 27/07/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NPCEO,On Central Puerto Cl.E 27/07/29 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NTES,"Cedear Netease, Inc.",AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NTESD,"Cedear Netease, Inc.",US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NU,Cedear Nu Holdings Ltd/Cayman,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NUC,Cedear Nu Holdings Ltd/Cayman,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NUD,Cedear Nu Holdings Ltd/Cayman,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NUE,Cedear Nucor Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NVDA,Cedear Nvidia Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NVDAC,Cedear Nvidia Corporation,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NVDAD,Cedear Nvidia Corporation,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NVO,CEDEAR NOVO NORDISK,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NVOC,Cedear Novo Nordisk,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NVOD,Cedear Novo Nordisk,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NVS,Cedear Novartis Ag-Adr,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NVSC,Cedear Novartis Ag-Adr,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NVSD,Cedear Novartis Ag-Adr,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NXE,Cedear Nexgen Energy,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NXED,Cedear Nexgen Energy,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
NZC1C,Td Banco De La Nacion Argentina Cl.1 11/05/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC1D,Td Banco De La Nacion Argentina Cl.1 11/05/27 $,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC1O,Td Banco De La Nacion Argentina Cl.1 11/05/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC2C,Td Banco De La Nacion Argentina Cl.2 11/05/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC2D,Td Banco De La Nacion Argentina Cl.2 11/05/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC2O,Td Banco De La Nacion Argentina Cl.2 11/05/29 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC3C,Td Banco De La Nacion Argentina Cl.3 11/05/28 Uva,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC3D,Td Banco De La Nacion Argentina Cl.3 11/05/28 Uva,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC3O,Td Banco De La Nacion Argentina Cl.3 11/05/28 Uva,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC4O,Td Banco De La Nacion Argentina Cl.4 14/07/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC5C,Td Banco De La Nacion Argentina Cl.5 14/07/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC5D,Td Banco De La Nacion Argentina Cl.5 14/07/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC5O,Td Banco De La Nacion Argentina Cl.5 14/07/29 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
NZC6O,Td Banco De La Nacion Argentina Cl.6 14/07/28 Uva,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
O,CEDEAR REALTY INCOME CORP.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
OC,Cedear Realty Income Corp.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
OD,Cedear Realty Income Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
OEST,Grupo Concesionario del Oeste,AR$,BCBA,argentina,Acciones/Panel General | Acciones/Burcap,2026-08-29
OKLO,CEDEAR OKLO INC.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
OKLOC,Cedear Oklo Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
OKLOD,Cedear Oklo Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
OLC3O,On Oldelval Cl. 3 Vto.10/07/27,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OLC5D,On Ol Del Val Cl.5 Vto.12/06/28 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OLC5O,On Ol Del Val Cl.5 Vto.12/06/28 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OLC6C,On Oleoductos Del Valle Cl.6 05/06/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OLC6D,On Oleoductos Del Valle Cl.6 05/06/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OLC6O,On Oleoductos Del Valle Cl.6 05/06/29 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OLC7C,On Oleoductos Del Valle Cl.7 23/02/30 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OLC7D,On Oleoductos Del Valle Cl.7 23/02/30 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OLC7O,On Oleoductos Del Valle Cl.7 23/02/30 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
ONDS,CEDEAR ONDAS HOLDINGS INC.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ONDSC,Cedear Ondas Holdings Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ONDSD,Cedear Ondas Holdings Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ORCL,Cedear Oracle Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ORCLC,Cedear Oracle Corporation,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ORCLD,Cedear Oracle Corporation,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ORLY,Cedear O'reilly Automotive Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ORLYD,Cedear O'reilly Automotive Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
OT41D,On Oiltanking Ebytem Clase 1 Vto 17/01/2028,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OT41O,On Oiltanking Eb S4 C.1 V17/01/28 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OT42D,On Oiltanking Ebytem Clase 2 Vto 17/01/2030,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OT42O,On Oiltanking Eb S4 C.2 V17/01/30,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OTS2D,On Oiltanking Ebytem S2 V24/04/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OTS2O,On Oiltanking Ebytem S2 V24/04/27 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OTS3D,On Oiltanking Ebytem S3 V01/11/28,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OTS3O,On Oiltanking Ebytem S3 V01/11/28,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OTS5D,On Otamerica Ebytem S.5 23/10/26 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OTS5O,On Otamerica Ebytem S.5 23/10/26 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OTS6C,On Otamerica Ebytem S.6 29/07/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OTS6D,On Otamerica Ebytem S.6 29/07/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OTS6O,On Otamerica Ebytem S.6 29/07/29 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OXY,Cedear Occidental Petroleum Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
OXYC,Cedear Occidental Petroleum Corp,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
OXYD,Cedear Occidental Petroleum Corp,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
OZC3D,On Edemsa Clase 3 Vto 29/11/2027,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OZC3O,On Edemsa Clase 3 Vto 29/11/2027,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OZC6C,Emp. Dist. De Elect. De Mendoza S A 28/07/2031,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OZC6D,Emp. Dist. De Elect. De Mendoza S A 28/07/2031,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OZC6O,Emp. Dist. De Elect. De Mendoza S A 28/07/2031,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OZC8C,On Empresa Distribuidora De Electricidad De Mendoz,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OZC8D,On Empresa Distribuidora De Electricidad De Mendoz,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
OZC8O,On Empresa Distribuidora De Electricidad De Mendoza S A / Empresa Distrib/Sr Nt 20330611 Sr S,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
PAAS,Cedear Pan American Silver Cor,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
PAASC,Cedear Pan American Silver Corp,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
PAASD,Cedear Pan American Silver Corp,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
PAC,Cedear Grupo Aeroportuario Del,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
